1
1.0	0.0
2.0	0.0
3.0	0.0
4.0	-0.05932469424086406
5.0	-0.059121252477762454
6.0	-0.002543507732312378
7.0	-0.004801890163385281
8.0	-0.004818456306736607
9.0	-0.0018280665557455222
2
1.0	-0.18756357236810928
2.0	-0.012616480449661793
3.0	-0.8235093915531024
4.0	-0.004774329013695677
5.0	-0.006220915696530938
6.0	-0.011524590032109927
7.0	-0.48946909231477775
8.0	-1.4464145123805707
9.0	-0.011820329390790363
3
1.0	-0.023752999935780394
2.0	-0.0067794287976497
3.0	-0.07625491827273123
4.0	-0.003759908956158853
5.0	-0.003444874282013899
6.0	-0.00781078911147759
7.0	-0.053595996105595844
8.0	-0.14572499599131916
9.0	-0.009041934850372968
4
1.0	-0.023751919205597716
2.0	-0.00675697647866258
3.0	-0.07625199557071127
4.0	-0.003759845073677326
5.0	-0.0034572265504770883
6.0	-0.007816757549061748
7.0	-0.05359218413838818
8.0	-0.1457491113914564
9.0	-0.009042045066383508
5
1.0	0.03165084813896257
2.0	-0.030794983736701198
3.0	-0.5267043907008606
4.0	-0.0002928812504485734
5.0	-0.3306920959935056
6.0	0.03423795900122073
7.0	0.00887983687567484
8.0	-0.041367306929004144
9.0	-0.8027760847497198
6
1.0	-0.0036636391380255873
2.0	-0.01863994105142197
3.0	-0.05623041041783594
4.0	-0.004250395797829043
5.0	-0.004317364296330339
6.0	-0.039921019834363136
7.0	-0.01652641365171803
8.0	-0.11708192835120101
9.0	-0.006331837103900284
7
1.0	-0.003662008031774633
2.0	-0.018622045695931178
3.0	-0.05624783605666295
4.0	-0.004251233601770821
5.0	-0.004311633262197745
6.0	-0.03992749702430132
7.0	-0.016524834932216237
8.0	-0.1170563052360869
9.0	-0.006327008628595365
8
1.0	0.00559741239170819
2.0	0.11357519008635464
3.0	-0.3839679470227928
4.0	0.00805376640269273
5.0	0.005539122358481308
6.0	-0.11843321588618849
7.0	-0.13851053298272475
8.0	0.38936947818860546
9.0	-0.01556095631815424
9
1.0	-0.007994426671181998
2.0	-0.028912940897715345
3.0	-0.07394449840229456
4.0	-0.003126935955563681
5.0	-0.004808890980051217
6.0	-0.0033198694444216414
7.0	-0.05072725394084898
8.0	-0.01696322746679968
9.0	-0.09812781496421863
10
1.0	-0.031198659367987602
2.0	-0.007346393519949146
3.0	-0.07503985814332381
4.0	-0.003092209926336409
5.0	-0.004851571024232726
6.0	-0.0032661722320739273
7.0	-0.05225578523418051
8.0	-0.09590215373408384
9.0	-0.016848626285337787
