   2.8755709768099429E-017   2.8755709768099429E-017   2.8755709768099429E-017           1
   2.8755709768099429E-017 -0.50000000000000011        2.8755709768099429E-017           3
   2.8755709768099429E-017  0.33333333333333331        2.8755709768099429E-017           3
   2.8755709768099429E-017 -0.33333333333333354        2.8755709768099429E-017           3
  0.33333333333333331      -0.33333333333333354        2.8755709768099429E-017           2
   2.8755709768099429E-017  0.16666666666666666        2.8755709768099429E-017           3
   2.8755709768099429E-017 -0.16666666666666660        2.8755709768099429E-017           3
  0.16666666666666666       0.33333333333333331        2.8755709768099429E-017           6
  0.16666666666666666      -0.50000000000000011        2.8755709768099429E-017           6
  0.16666666666666666      -0.33333333333333354        2.8755709768099429E-017           6
